ITEM_DESCRIPTION	CATEGORY	SUPPLIER
HP LASER JET 4700 YELLOW	"Office Equipment, Accessories and Supplies"	Technology Integration Group
HP LASER JET 4650 CYAN	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Cyan InkJet Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
HP LASER JET 4650 YELLOW	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Yellow InkJet Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner cartridge, Black , HP 645A"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Pentel lead .5, PENC505HB"	"Office Equipment, Accessories and Supplies"	BLAISDELL'S BUSINESS PRODUCTS
"Toner cartridge, Black , HP 641A"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, Cyan, HP 641A"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, Yellow , HP 641A"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, Magenta , HP 641A"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, Cyan , HP 645A"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, Yellow, HP 645A"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, Magenta, HP 645A"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner Cartridge, Black, Dual Pack"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, Cyan"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, yellow"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, Magenta"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, Black , HP 51A"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
HP 72 Cyan Ink 130 ML	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
HP 72 Magenta Ink 130 ML	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
HP NO. 72 Gray and photo Black Printhead	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
HP NO. 72 Magenta and Cyan Printhead	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
HP NO. 72 Matte Black and Yellow Printhead	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
HP 72  69ml Cyan Ink Cartridge	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
HP 72  69ml Magenta Ink Cartridge	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
HP 72  69ml Yellow Ink Cartridge	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge, Magenta, HP 645A"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
"Toner cartridge,  HP 42A, Black"	"Office Equipment, Accessories and Supplies"	PC Specialist Inc dba TIG (Technology Integration Group)
E/L Ground Bulk 15%	Food Beverage and Tobacco Products	Prison Industry Authority
"CHR,CONF,CSTR,MHG,ROYAL,FAB (KeriS War room)"	Furniture and Furnishings	Department of General Services
E/L All Ground Beef Patties- 15%	Food Beverage and Tobacco Products	Prison Industry Authority
"Stew meat, 5/10 lb bag, 1/2"" cube"	Food Beverage and Tobacco Products	Prison Industry Authority
BRTWFC7240 All In One Printer/FAX	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Inmate feeding: tomato products  14/15  1st quar.	Food Beverage and Tobacco Products	BUONA FORTUNA FOODS LLC.
"almonds, natural sliced"	Food Beverage and Tobacco Products	Prison Industry Authority
peanut butter creamy	Food Beverage and Tobacco Products	Prison Industry Authority
"CHR,CONF,CSTR,EMHG,SUMMIT,FAB (C. COVINGTON)"	Furniture and Furnishings	Department of General Services
"dry, yellow, med 50lb bag"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
CLIN 58: HP 1505 TONER	"Office Equipment, Accessories and Supplies"	Midtown Stationers
"CHR,CONF,W/OC,CHRY,SUMMIT,FAB (T. ASHBY)"	Furniture and Furnishings	Department of General Services
4TH QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	"Ventura Valley Foods, Inc."
"Toners, Fuser Kits, Transfer Kits"	"Office Equipment, Accessories and Supplies"	"CRIMSON IMAGING SUPPLIES, LLC"
Sack lunches for fireline	Food Beverage and Tobacco Products	Ben Lomond/Scotts Valley Market
1 Laser engraving walnut state seal plaque	"Sports, Recreational Equipment and Supplies and Accessories"	CLASSIC AWARDS & TROPHY INC
"egg rolls, vegetarian"	Food Beverage and Tobacco Products	Good Source Solutions
office furniture	Furniture and Furnishings	Prison Industry Authority
Whole Wheat 50lb per bag	Food Beverage and Tobacco Products	Paul Aiello Sales
Riso EZ 221 Duplicator	"Office Equipment, Accessories and Supplies"	"Tri-County Business Systems, Inc."
Ink for Riso EZ 221	"Office Equipment, Accessories and Supplies"	"Tri-County Business Systems, Inc."
Masters for Riso EZ 221	"Office Equipment, Accessories and Supplies"	"Tri-County Business Systems, Inc."
"MILK, fresh, 1/2 pint, non-fat"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"LEMON, GRAPE, ORANGE, PUNCH AND RASPBERRY"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"STND, PRTR, W/ DRWR, CSTR, E.MHG"	Furniture and Furnishings	3B INDUSTRIES INC
WHITE BREAD 24OZ 50181901	Food Beverage and Tobacco Products	Earthgrains Baking company
ROLLS SANDWICHS HOAGIES	Food Beverage and Tobacco Products	Earthgrains Baking company
CSP-SQ Food Service Purchase Order for FY 13/14	Food Beverage and Tobacco Products	McGinty Sales Company
Veg Patty w/ Honey BBQ	Food Beverage and Tobacco Products	Good Source Solutions
"beef patty, Salisbury"	Food Beverage and Tobacco Products	Good Source Solutions
"cereal bar, apple cinnamon"	Food Beverage and Tobacco Products	Good Source Solutions
"chicken soy ground beef, beef salisbury"	Food Beverage and Tobacco Products	Prison Industry Authority
"milk, dry nonfat"	Food Beverage and Tobacco Products	Churchfield Trading Co
"MADISON, 680100.1010"	Furniture and Furnishings	Prison Industry Authority
PITTSBURG FIELD OFFICE RENOVATION	Furniture and Furnishings	Prison Industry Authority
"Milk, Fresh Low  Fat, 1%"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
SHARP MX-4141N-CA COLOR MULTIFUNCTION DEVICE	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Non Fat Milk, 12/ Gallon Milk"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
BREADED FROZEN FISH-PRE-COOKED	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Madison Chair with Headrest, 680100.1010"	Furniture and Furnishings	3B INDUSTRIES INC
ASSORTED DANISHES	Food Beverage and Tobacco Products	Performance Food Group
"salad dressing, tarter sauce"	Food Beverage and Tobacco Products	Adolph Inc.
"raw, 2/10-14lb pk/cs"	Food Beverage and Tobacco Products	McGinty Sales Company
instant flakes 40lb bag	Food Beverage and Tobacco Products	Adolph Inc.
flour & corn tortillas	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
RIGHT SIDE EXIT TRAY (FOR INCOMING FAXES)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
buttermilk fresh cultured 1/2 gal	Food Beverage and Tobacco Products	Morning Glory Incorporated
"shortening, fry liquid type ii"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
milk whole fresh	Food Beverage and Tobacco Products	Morning Glory Incorporated
"Sharp MFD, Copier/Scanner/Printer"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
4TH QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	MARKETPLACE FOODS LLC
"watermelon, peaches, carrots"	Food Beverage and Tobacco Products	COAST CITRUS DISTRIBUTORS
apple  cranberry  pinapple	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"Toner Cartridge, Magentafor CalBre"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"sliced, 96sl/ 5 lb loaf"	Food Beverage and Tobacco Products	Seacat Enterprises
"SHARP COPIER, MX-5140N MULTIFUNCTION DEVICE"	"Office Equipment, Accessories and Supplies"	Sharp Business Systems
"COFFEE, CAFFINATED, BULK  291100.1010"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"APPLES, NECTARINES, BANANAS, CARROT COINS"	Food Beverage and Tobacco Products	HDR DISTRIBUTING CO.
Copier Maintenance	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
IND TUNA FISH POUCHES	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
bear claw danish	Food Beverage and Tobacco Products	Performance Food Group
"Banana, Salad, onion, etc."	Food Beverage and Tobacco Products	"Superior Produce, Inc."
HP 110 Ink Cartridges #CB304AN	"Office Equipment, Accessories and Supplies"	Ponderosa Office Supply Inc
"Toner Cartridge, HP 10A, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Toner Cartridges for BRE	"Office Equipment, Accessories and Supplies"	Technology Integration Group
csp-sq food: bread (varios) fy 14/15 1st qtr	Food Beverage and Tobacco Products	Earthgrains Baking company
Pen Engergell BLK #BL304	"Office Equipment, Accessories and Supplies"	Ponderosa Office Supply Inc
High Lighter Yellow #30004	"Office Equipment, Accessories and Supplies"	Ponderosa Office Supply Inc
Prong Fasteners #OIC99852	"Office Equipment, Accessories and Supplies"	Ponderosa Office Supply Inc
"OPEX, Omation, Model OM306 North American"	"Office Equipment, Accessories and Supplies"	OPEX Corporation
Hi speed ink-jet printer.	"Office Equipment, Accessories and Supplies"	OPEX Corporation
"Toner Cartridge, Black, HP 501A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Fluorescent Yellow high lighter	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Black sharp automatic pencil mechanical	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Easy Reader Reading Stand	"Office Equipment, Accessories and Supplies"	"Office Relief, Inc."
BULK PRODUCE - OPEN ORDER	Food Beverage and Tobacco Products	US Foodservice
"CHAIR, TSK, MADISON, W/O HEADREST, BLACK"	Furniture and Furnishings	Prison Industry Authority
"CHAIR, TSK, MADISON JR, BLACK"	Furniture and Furnishings	Prison Industry Authority
LC 525 series lift chair	Furniture and Furnishings	Hnh Wheelchair Sales Service & Rentals
tomatoes crushed	Food Beverage and Tobacco Products	BUONA FORTUNA FOODS LLC.
Pre-Pkd Lunch 1-B	Food Beverage and Tobacco Products	MCGINTY SALES CO
Boston Chair with headrest	Furniture and Furnishings	3B INDUSTRIES INC
food for inmate camps	Food Beverage and Tobacco Products	US Foodservice
LABEL TAPE #TZE241	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
LABEL TAPE #TZE641	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
Fast Back Strips	"Office Equipment, Accessories and Supplies"	"InaBind Systems, Inc."
"PATTY, BEEF, SAUSAGE, HOT DOG"	Food Beverage and Tobacco Products	Prison Industry Authority
HP 88 XL Color Yellow	"Office Equipment, Accessories and Supplies"	Eco-Depo LLC
"Tiered Locker, 5 high, light gray"	Furniture and Furnishings	3B INDUSTRIES INC
MISCELLANEOUS FOOD & PRODUCE	Food Beverage and Tobacco Products	Performance Foodservice of Northern Ca
Inmate feeding- fruit juices  14/15  1st quar.	Food Beverage and Tobacco Products	3B INDUSTRIES INC
VERTICAL FILE LEGAL	Furniture and Furnishings	Prison Industry Authority
MADERA TASK CHAIR	Furniture and Furnishings	Prison Industry Authority
CONFERENCE CHAIRS EBONY	Furniture and Furnishings	Prison Industry Authority
eggs fresh medium in shell	Food Beverage and Tobacco Products	Morning Glory Incorporated
APPLE/CRANBERRY JUICE 4OZ	Food Beverage and Tobacco Products	Prison Industry Authority
APPLE/PEAR JUICE 4OZ	Food Beverage and Tobacco Products	Prison Industry Authority
"Toner Cartridge, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, Magenta"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Maple Syrup, 2oz. Squeezer"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"Mixed Fruit Jelly, 1/2oz. Squeezer"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"juice, apple/pear blend"	Food Beverage and Tobacco Products	Prison Industry Authority
"Chicken Boneless / Skinless Breast, IQF"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
BROWN AND POWDERED SUGARS	Food Beverage and Tobacco Products	Earthgrains Baking company
cheese and peanut butter cracker packets	Food Beverage and Tobacco Products	ABC Ventures LLC
X-Ray Envelope w/ Fasteners 373800.1050	"Office Equipment, Accessories and Supplies"	Prison Industry Authority
"RAW, FILET UNBREADED COD"	Food Beverage and Tobacco Products	"BACK TO BASICS FOODS, LLC"
"Tortilla, corn, frozen 5 1/2"""	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Vegetable blend, California, frozen"	Food Beverage and Tobacco Products	CSV Sales Inc.
canned pineapple	Food Beverage and Tobacco Products	Paul Aiello Sales
"Drink Mix, lemonade"	Food Beverage and Tobacco Products	CSV Sales Inc.
"sausage patty, chicken"	Food Beverage and Tobacco Products	CSV Sales Inc.
Toner 43502301  Drum Cartridge  43501901	"Office Equipment, Accessories and Supplies"	"TAGG Industries, Inc."
"Color cork bulletin board 36"" Hx48"" W"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"Ink Cartridge, HP 93, Tricolor"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Black Toner Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
beverage packets	Food Beverage and Tobacco Products	Seacat Enterprises
Sharp Copiers - 2	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Sharp Copiers - 3	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Chair, Grove, Ebony"	Furniture and Furnishings	Prison Industry Authority
Sharp Copiers - 2	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
US Foods CTC misc. food PO for 14/15	Food Beverage and Tobacco Products	US Foodservice
Sharp MX-M465N Copiers	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
PINEAPPLE / FRUIT COCKTAIL / PEACHES / PEARS	Food Beverage and Tobacco Products	Churchfield Trading Co
Frozen Dietary Meals	Food Beverage and Tobacco Products	McKesson Medical - Surgical Minnesota Su
1.5 decaf coffee instant 1000/ct	Food Beverage and Tobacco Products	3B INDUSTRIES INC
No 02 Light Magenta Vivera Ink Cart	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Ink Cartridge, HP 92, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
HP 507A BLACK TONER CARTRIDGE	"Office Equipment, Accessories and Supplies"	ADVANCED TECHNICAL SOLUTIONS INC
YELLOW CARTRIDGE	"Office Equipment, Accessories and Supplies"	ADVANCED TECHNICAL SOLUTIONS INC
APPLE AND PEAR JUICE BLEND	Food Beverage and Tobacco Products	Prison Industry Authority
MAGENTA CARTRIDGE	"Office Equipment, Accessories and Supplies"	ADVANCED TECHNICAL SOLUTIONS INC
HP PAPER AND HEAVY MEDIA TRAY - 500 SHEETS	"Office Equipment, Accessories and Supplies"	ADVANCED TECHNICAL SOLUTIONS INC
office furniture	Furniture and Furnishings	Prison Industry Authority
Sharp Color Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
food for inmate camps	Food Beverage and Tobacco Products	US Foodservice
Partitions -materials	Furniture and Furnishings	"W.A ROSE CONSTRUCTION, INC."
bizhub C45e copier	"Office Equipment, Accessories and Supplies"	Konica Minolta Business Solutions
"Manhattan Mid Back Chair, Ebony, Fabric"	Furniture and Furnishings	3B INDUSTRIES INC
Boston Chair without Headrest	Furniture and Furnishings	3B INDUSTRIES INC
"french, ind. svg., 500ct/cs"	Food Beverage and Tobacco Products	INTERSECT USA
"italian, ind. svg., 500ct/cs"	Food Beverage and Tobacco Products	INTERSECT USA
Fruits and Veggies	Food Beverage and Tobacco Products	US Foodservice
"CHAIR, HIGHBACK GROVE"	Furniture and Furnishings	Prison Industry Authority
"HP, 950 Black Ink Cartridge for Officejet"	"Office Equipment, Accessories and Supplies"	CIRRUS ENVIRONMENTAL INC
Set In Place for 681700.0216	Furniture and Furnishings	Prison Industry Authority
Set In Place for 682600.0247	Furniture and Furnishings	Prison Industry Authority
Race Track Table - Nepal Teak	Furniture and Furnishings	3B INDUSTRIES INC
GROUND BEEF/CHICKEN W/SOY  254500.0080	Food Beverage and Tobacco Products	Prison Industry Authority
BREAKFAST SAUSAGE LINK S  254400.0070	Food Beverage and Tobacco Products	Prison Industry Authority
"HOT DOGS, CHICKEN/BEEF BLEND  254100.0030"	Food Beverage and Tobacco Products	Prison Industry Authority
PEAS & CARROTS 55 LB/CS	Food Beverage and Tobacco Products	Food Service Systems Inc
"CORN, CUTS 55 LB/CS"	Food Beverage and Tobacco Products	Food Service Systems Inc
"PEPPERS, BELL, DICED 45 LB/CS"	Food Beverage and Tobacco Products	Food Service Systems Inc
food for inmate camps	Food Beverage and Tobacco Products	US Foodservice
Black toner cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Magenta Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Table only - cost for set-in-place and assemble	Furniture and Furnishings	3B INDUSTRIES INC
"Kesington Chair, Recycled Taupe Fabric"	Furniture and Furnishings	3B INDUSTRIES INC
"3M DH630 In-Line document holder 14"" wide"	"Office Equipment, Accessories and Supplies"	BLAISDELL'S BUSINESS PRODUCTS
Stantard two pocket SMEAD folder dark blue 25/box	"Office Equipment, Accessories and Supplies"	BLAISDELL'S BUSINESS PRODUCTS
FURNITURE FOR SAFETY PROGRAM	Furniture and Furnishings	Prison Industry Authority
peanut butter crackers	Food Beverage and Tobacco Products	ABC Ventures LLC
CHIPS AND PRETZELS	Food Beverage and Tobacco Products	Adolph Inc.
SHEET STACKING STAPLER FINISHER	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Saddle Stitch Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
GANGING AND UTILITY	Furniture and Furnishings	Prison Industry Authority
"Turkey Breast, Pre-Cooked"	Food Beverage and Tobacco Products	McGinty Sales Company
"Clip, #1. Gem, Nonskid, 1M/PK"	"Office Equipment, Accessories and Supplies"	River City Office Supply
"Bag, Shredder, 28x22x48"	"Office Equipment, Accessories and Supplies"	River City Office Supply
Anti Graffitti Sealer	Furniture and Furnishings	"Outdoor Creations, Inc."
"biscuits, fully cooked"	Food Beverage and Tobacco Products	KD Foods
"turkey breast, delit pre cooked solid"	Food Beverage and Tobacco Products	L A FOODS
"milk, dry nonfat"	Food Beverage and Tobacco Products	ABC Ventures LLC
"french toast, frozen"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"french toast, frozen"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Chair, San Fernando, with arms, Azul, Nepal Teak"	Furniture and Furnishings	Prison Industry Authority
SMART Mobile stand for interactive display	Furniture and Furnishings	California Western Visuals
K609S-CAS toner cartridges black/ Samsun	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
BARIATRIC AIR MATTRESS	"Sports, Recreational Equipment and Supplies and Accessories"	"TAGG Industries, Inc."
CAFFEINATED  INSTANT	Food Beverage and Tobacco Products	Prison Industry Authority
"ROAST BEEF, PRE COOKED, FROZEN"	Food Beverage and Tobacco Products	"ROSE & SHORE MEAT COMPANY, INC"
Safety Head Guards	"Sports, Recreational Equipment and Supplies and Accessories"	MOHAWK RESOURCES LTD
"FILE BIN, F/S 3 DRWR, 36, CARBON"	Furniture and Furnishings	Prison Industry Authority
"FILE BIN, F/S 3 DRWR, 42, CARBON"	Furniture and Furnishings	Prison Industry Authority
42' ROUND CONFERENCE TABLE EMPIRE MAHOGANY	Furniture and Furnishings	Prison Industry Authority
"72"" CREDENZA EMPIRE MAHOGANY"	Furniture and Furnishings	Prison Industry Authority
"36"" BOOKCASES EMPIRE MAHOGANY"	Furniture and Furnishings	Prison Industry Authority
"CHR, C/H, ATHRTN, ARM, EBONY, FAB, TASK"	Furniture and Furnishings	Prison Industry Authority
"CHR, TSK, MADISON, W/O HDRST, BLACK"	Furniture and Furnishings	Prison Industry Authority
"CONFERENCE TABLES 72""Wx36""Dx30"" EMPIRE MAHOGANY"	Furniture and Furnishings	Prison Industry Authority
"snack mix oriental, snack tropical"	Food Beverage and Tobacco Products	"G & P Group, Inc."
"JUICE, ORANGE, UNSWEETENED"	Food Beverage and Tobacco Products	Seacat Enterprises
"JUICE, APPLE, UNSWEETENED 70/CS"	Food Beverage and Tobacco Products	Seacat Enterprises
Misc Contract Food Items	Food Beverage and Tobacco Products	US Foodservice
"Low Fat Milk, 1% Bulk"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Frozen Vegetables	Food Beverage and Tobacco Products	Food Service Systems Inc
"Postage Meter, Rental, Serial #4264023"	"Office Equipment, Accessories and Supplies"	"Pitney Bowes, Inc"
Shelf Stable Fish	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
CANNED: DICED TOMATOES / PUREE / CATSUP/ PASTE	Food Beverage and Tobacco Products	ABC Ventures LLC
graham & cheese crackers	Food Beverage and Tobacco Products	ABC Ventures LLC
"red chili sauce, 3 bean salad"	Food Beverage and Tobacco Products	ABC Ventures LLC
lunch meat & cheese	Food Beverage and Tobacco Products	McGinty Sales Company
"SHELF BOTTOM 36"" REG, PUTTY"	Furniture and Furnishings	Western Contract Furnishers
WORK SURFACE 30Dx48W	Furniture and Furnishings	Western Contract Furnishers
"SCREWS, UNIGAP 50/PK"	Furniture and Furnishings	Western Contract Furnishers
"Envelopes, #10 digital"	"Office Equipment, Accessories and Supplies"	Merritt communications inc
TURKEY HAM FROZEN	Food Beverage and Tobacco Products	MCGINTY SALES CO
3/10lb bags per case	Food Beverage and Tobacco Products	Prison Industry Authority
"Envelopes, #10, 24lb, white wove regular"	"Office Equipment, Accessories and Supplies"	Merritt communications inc
Blanket order for furniture	Furniture and Furnishings	Prison Industry Authority
"BAGEL WRAPPED, CALZONE TUNA SANDWICH"	Food Beverage and Tobacco Products	"MOTEN FOOD GROUP, INC"
Accord and Sidero	Furniture and Furnishings	NEW JERSEY GLOBAL INDUSTRIES
"Buttermilk Biscuits, Frozen, Pre-Baked, 2oz. EA"	Food Beverage and Tobacco Products	CSV Sales Inc.
food for inmate camps	Food Beverage and Tobacco Products	US Foodservice
food for inmate camps	Food Beverage and Tobacco Products	US Foodservice
Fsh Cod uNon-Breaded 4 oz. 10#/cs	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Sausage Breakfast Links	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Modular Systems Furniture	Furniture and Furnishings	Allsteel Inc
"1ST QUARTER FOOD ORDERS, FY 2014/2015"	Food Beverage and Tobacco Products	Prison Industry Authority
1ST QUARTER FOOD ORDERS FY 2014/2015	Food Beverage and Tobacco Products	Prison Industry Authority
"in juice, 6/ #10 cans/cs"	Food Beverage and Tobacco Products	Highland Wholesale Foods Inc
photocopy machines	"Office Equipment, Accessories and Supplies"	"ADVANCED COPY SYSTEMS, INC."
"Ink Cartridge, HP 95, Tricolor"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
FireTeam Package	"Sports, Recreational Equipment and Supplies and Accessories"	Rogue Fitness
STK-Cleaning (Laminator) for the ZXP Series	"Office Equipment, Accessories and Supplies"	ID Card Group
DANISH (VARIOUS KINDS)	Food Beverage and Tobacco Products	Performance Foodservice of Northern Ca
"Boston Ergonomic Chair Without Headrest, Black"	Furniture and Furnishings	3B INDUSTRIES INC
Enclosed Bulletin Board 72X36	"Office Equipment, Accessories and Supplies"	THE OFFICE CITY
MX-PNX5B 2/3-Hole Punch Unit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
NO 88 Magenta Ink	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"apples, bananas, salad mix, carrot coins ect."	Food Beverage and Tobacco Products	HDR DISTRIBUTING CO.
"HIGH-YIELD TONER, MAGENTA #SASCLTM609S"	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"PEN,BALLPOINT,RETRACTABLE,MED,BLK"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
"Coffee, Caffeinated"	Food Beverage and Tobacco Products	Prison Industry Authority
"Coffee, decaffeinated"	Food Beverage and Tobacco Products	Prison Industry Authority
"SOLAR KIT, REMOTE, POLE MOUNT"	Food Beverage and Tobacco Products	TRAUT LINE INDUSTRIAL
varied salad dressings	Food Beverage and Tobacco Products	INTERSECT USA
"CHICKEN Hindquarters, IQF 50#case"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"Eggs, Whole fresh liquid"	Food Beverage and Tobacco Products	Prison Industry Authority
pork and turkey sauge links	Food Beverage and Tobacco Products	Lawrence Wholesale
"tortilla, corn, flour, taco shells"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Sharp Copiers (5)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Sharp Copiers - 3	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Xerox W7855PT Printer/Copier/Scanner	"Office Equipment, Accessories and Supplies"	Xerox Corporation
Panel Powered Fabric 65H36W	Furniture and Furnishings	Prison Industry Authority
Panel powered FABRIC 65h24w	Furniture and Furnishings	Prison Industry Authority
perfect binder GB5000	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
Storage cabinets	Furniture and Furnishings	Prison Industry Authority
"transit pass unit type GB5000,#404101"	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
SR5000 Finisher (3000SHT/100 Staples)	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
"Ricoh pro 1357 EX,#40412"	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
Manhattan Mid Back Ergonomic Chair	Furniture and Furnishings	3B INDUSTRIES INC
HP CE278A Compatible toner Cartridge	"Office Equipment, Accessories and Supplies"	SUPPLY NETWORK
"cover interposer tray type GB5000,#404102"	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
"glue supply type A for GB5000,#404103"	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
Rt5040 Lg. Cap. Tray #404223	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
PU5000 Hole punch unit	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
cover interposer tray	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
Multi Bypass Tray #412974	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
printer controller EB-135	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
"post script 3 type 1357,#404200"	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
"file format converter type C, #414007"	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
"professional services unit,#9908728"	"Office Equipment, Accessories and Supplies"	Ricoh Americas Corporation
